Optimizer,objfname,ExecutionTime,Individual,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
PSO,ESI,5.463865518569946,[0.31400921 0.13539292 0.        ],1.419336440805623,1.0166966531632031,1.0166966531632031,1.0166966531632031,0.6358318181733066,0.5931368281902519,0.5931368281902519,0.47325808741249475,0.47325808741249475,0.47325808741249475,0.47325808741249475,0.4081446187762076,0.4081446187762076,0.34508230339862006,0.34508230339862006,0.34508230339862006,0.34508230339862006,0.34508230339862006,0.34508230339862006,0.34462885717651504,0.34462885717651504,0.34462885717651504,0.34462885717651504,0.34462885717651504,0.34462885717651504,0.34462885717651504,0.34462885717651504,0.34462885717651504,0.34405715870320536,0.34405715870320536,0.34405715870320536,0.34404030505983724,0.3440224440701824,0.3440224440701824,0.3440224440701824,0.3440177239258285,0.3439480865051499,0.3439480865051499,0.3439480865051499,0.3439480865051499,0.3439455160275996,0.34394081382869385,0.34394081382869385,0.343940371,0.34394029817522526,0.34394029817522526,0.34394024689852287,0.34394018872819176,0.34394018872819176,0.3439401824111861
PSO,ESI,4.950182914733887,[0.31486697 0.13414227 0.16046875],0.4538938181164315,0.4538938181164315,0.4538938181164315,0.4235035208990864,0.4171516640517445,0.39241808117407356,0.3762528449068457,0.36599480688186886,0.3596723786528349,0.35576949291786764,0.3534667945793832,0.3521576897530635,0.35142910762031665,0.35103013091986657,0.35081370363748154,0.3506964525795826,0.3506324660658209,0.35059703644942547,0.35057705469206113,0.3499658877267615,0.34991659143146625,0.34991659143146625,0.34991659143146625,0.3494190024161384,0.3494190024161384,0.3494190024161384,0.34908157403148493,0.34908157403148493,0.34908157403148493,0.3490807194596368,0.3490807194596368,0.34905640570943103,0.3488747165845999,0.34475612594018185,0.34413641497137126,0.3438380498112918,0.3438380498112918,0.3437934046257446,0.3437934046257446,0.3437934046257446,0.3437934046257446,0.34377952864382183,0.34377786390348464,0.3437775922778397,0.3437775922778397,0.3437712881885658,0.3437712881885658,0.3437710674675921,0.3437710674675921,0.34377015070853234
PSO,ESI,5.172967433929443,[0.31464858 0.13428634 0.13770051],0.6311032509152893,0.3654734,0.3654734,0.3654734,0.3654734,0.3654734,0.35957884054193473,0.35957884054193473,0.35957884054193473,0.35957884054193473,0.35957884054193473,0.35957884054193473,0.35937223086360126,0.34894949249529406,0.34519935313060823,0.34519935313060823,0.34519935313060823,0.34519935313060823,0.34435969280608175,0.34435969280608175,0.34435969280608175,0.34435969280608175,0.34435969280608175,0.34435969280608175,0.34431474183437727,0.34431474183437727,0.34431474183437727,0.34431474183437727,0.3441619935089848,0.34398325451980455,0.3439558788197141,0.3439558788197141,0.34395559393086844,0.34395559393086844,0.3439554969802725,0.34395542074808605,0.34395542074808605,0.34395542074808605,0.3439453377309924,0.3439438966759236,0.3439409157112829,0.3439405528984695,0.3439405528984695,0.3437841538183896,0.3437841538183896,0.3437841538183896,0.3437841538183896,0.34377578931877434,0.3437743970976704,0.3437743970976704
PSO,ESI,5.177062749862671,[0.31468608 0.13420354 0.15637272],1.0324292317401433,0.3505416223662817,0.3505416223662817,0.3505416223662817,0.3505416223662817,0.3505416223662817,0.3505416223662817,0.3505416223662817,0.3474709249585682,0.3474709249585682,0.3474709249585682,0.3474709249585682,0.3474709249585682,0.34619573747594584,0.34619573747594584,0.34619573747594584,0.34619573747594584,0.34619573747594584,0.34619573747594584,0.34619573747594584,0.34619573747594584,0.34619573747594584,0.34619573747594584,0.3461450346414174,0.3461450346414174,0.34570014122920417,0.34570014122920417,0.34522048699281754,0.34522048699281754,0.34522048699281754,0.34522048699281754,0.34522048699281754,0.34522048699281754,0.34522048699281754,0.34519464357733615,0.3450961163275573,0.3450810310462972,0.34487270367515394,0.3444618009224779,0.3442300418072177,0.3440462368686313,0.34382279023719553,0.3438005284985052,0.34378004262615225,0.34377533977278735,0.34376971426507386,0.34376971426507386,0.34376960636323944,0.34376891542631566,0.34376891542631566
PSO,ESI,5.322971343994141,[0.314728   0.13416108 0.16304139],0.8541434801041253,0.7008392994139271,0.6871317922088271,0.6871317922088271,0.48737182911078075,0.37148137961477634,0.37148137961477634,0.37148137961477634,0.37148137961477634,0.37148137961477634,0.3676491480865651,0.3500069380408011,0.3500069380408011,0.3500069380408011,0.3500069380408011,0.3500069380408011,0.3500069380408011,0.3448741926247773,0.3448741926247773,0.3448741926247773,0.3448741926247773,0.3448741926247773,0.3448741926247773,0.3448741926247773,0.3440850916639527,0.3440850916639527,0.3440850916639527,0.34407083070285577,0.343946171,0.343946171,0.343946171,0.3438699033505412,0.3438699033505412,0.3438699033505412,0.3438327385495001,0.3438327385495001,0.34378745515388875,0.34378745515388875,0.34378745515388875,0.3437867025997336,0.3437867025997336,0.3437812875607867,0.34377392753203634,0.34377380465951535,0.3437730531356804,0.3437713364251246,0.34377096653317507,0.34376941943647954,0.34376941943647954,0.34376941943647954
PSO,ESI,4.927202463150024,[0.31459847 0.13432403 0.14182782],1.3856904711889309,1.3856904711889309,0.5889200166449599,0.4436310256936599,0.4436310256936599,0.4436310256936599,0.4436310256936599,0.39396976598840455,0.38524323774581687,0.38524323774581687,0.35010630413095145,0.35010630413095145,0.35010630413095145,0.35010630413095145,0.35010630413095145,0.35010630413095145,0.35010630413095145,0.35010630413095145,0.35010630413095145,0.35010630413095145,0.34430192092064615,0.34430192092064615,0.34430192092064615,0.34430192092064615,0.34430192092064615,0.34430192092064615,0.34430192092064615,0.34430192092064615,0.34430192092064615,0.34430192092064615,0.34430192092064615,0.34430192092064615,0.34430192092064615,0.3442254770697151,0.34416642235027106,0.34387021245547883,0.3438382337325279,0.3438031105664792,0.3437759305759981,0.3437716895947717,0.3437716895947717,0.3437716895947717,0.3437716895947717,0.3437716895947717,0.3437703353418844,0.3437703353418844,0.3437703353418844,0.3437703353418844,0.3437703353418844,0.34377028122520303
PSO,ESI,4.909917831420898,[0.31471986 0.13411894 0.16586355],0.895296886,0.6648255051655718,0.43672487556456446,0.43672487556456446,0.43672487556456446,0.35239691600048484,0.35239691600048484,0.35239691600048484,0.35239691600048484,0.35239691600048484,0.35239691600048484,0.35239691600048484,0.35239691600048484,0.35239691600048484,0.3509837144937322,0.3509837144937322,0.3509837144937322,0.3509837144937322,0.3509837144937322,0.3491354905302495,0.34877795848775267,0.34877795848775267,0.34877795848775267,0.34877795848775267,0.34824285823060525,0.34765970869684465,0.34652299184512486,0.3442003574087891,0.3442003574087891,0.3442003574087891,0.3442003574087891,0.34417341622552694,0.34411221502251516,0.34411221502251516,0.3439809690474463,0.3437947573487633,0.3437907760383033,0.3437907760383033,0.3437907760383033,0.3437907760383033,0.3437907760383033,0.3437812945201111,0.3437812945201111,0.3437812945201111,0.3437812142598599,0.34377445724117156,0.34377262072807385,0.34377032156188375,0.34377032156188375,0.3437698215264856
PSO,ESI,5.023298263549805,[0.31475344 0.13417918 0.16145659],1.218606064584859,0.36927286700698975,0.36927286700698975,0.36927286700698975,0.36927286700698975,0.36927286700698975,0.36927286700698975,0.36927286700698975,0.36927286700698975,0.35273753324248136,0.35273753324248136,0.35273753324248136,0.349551352,0.349551352,0.349551352,0.34670544598469416,0.34670544598469416,0.34670544598469416,0.34670544598469416,0.34670544598469416,0.34670544598469416,0.34670544598469416,0.3466916732803598,0.3466916732803598,0.3466916732803598,0.3466916732803598,0.3466916732803598,0.3466916732803598,0.3450985761556674,0.3450985761556674,0.3442242449993345,0.3442242449993345,0.3442242449993345,0.3442242449993345,0.34407347966053226,0.344036039,0.344036039,0.34399449155387407,0.3439587094893898,0.34387495510180194,0.34383372700695186,0.34380538674695543,0.3438021973599612,0.34379246398942376,0.3437853817452965,0.3437771220985414,0.34377267475906614,0.34377247259059046,0.34376960655058286,0.34376950710888526
PSO,ESI,4.934815883636475,[0.3143358  0.13416488 0.16304197],1.6057348164754637,1.1632315019749853,1.1632315019749853,1.1632315019749853,0.7426511488033629,0.583065304,0.5030111854051379,0.453525085,0.4266779580655421,0.38292310070559293,0.38292310070559293,0.35765893950016064,0.35765893950016064,0.35603369758999637,0.35603369758999637,0.35603369758999637,0.35025229639634164,0.35025229639634164,0.35025229639634164,0.35025229639634164,0.35025229639634164,0.35025229639634164,0.3491274427601486,0.3491274427601486,0.3491274427601486,0.34912452564382024,0.3491022279260335,0.348216444,0.3474401904875596,0.346963454,0.3468296442073978,0.3461172428898715,0.3461172428898715,0.3461172428898715,0.34606511812175367,0.34509065261071126,0.3444715232403644,0.3441594162347185,0.34382386000017345,0.34378957422191664,0.34378957422191664,0.34378957422191664,0.34378957422191664,0.3437816933747948,0.3437790308817361,0.3437767641738945,0.3437767641738945,0.3437730496434494,0.3437707523970404,0.3437707523970404
PSO,ESI,5.158979654312134,[0.31449579 0.13417421 0.16337271],5.6667647788982825,1.6456511322009464,1.6456511322009464,1.6456511322009464,1.6456511322009464,1.6456511322009464,0.36155403088117466,0.36155403088117466,0.36155403088117466,0.3609539637632131,0.3609539637632131,0.3609539637632131,0.3609539637632131,0.3609539637632131,0.35453325127852026,0.35453325127852026,0.35453325127852026,0.35453325127852026,0.3508789533681092,0.3508789533681092,0.3508789533681092,0.3508789533681092,0.3508789533681092,0.3508789533681092,0.3508789533681092,0.348626597,0.348626597,0.3471874290897007,0.3467864376699655,0.34621757938336456,0.34621757938336456,0.3458186753842441,0.3458186753842441,0.3444051749644686,0.3444051749644686,0.34409506564776204,0.34406675659725966,0.343984713,0.34380445543277216,0.34380445543277216,0.3438035522036739,0.3437989191950197,0.343797673,0.3437973102796029,0.34378521912841525,0.3437799727841222,0.3437787433995234,0.34377214314713284,0.3437702067510685,0.34376997992022246
GWO,ESI,5.039166688919067,[0.31544586 0.13457725 0.12793191],2.228179396810065,1.25711894,0.4208816469670113,0.4186413160977923,0.35866207295659025,0.35866207295659025,0.35866207295659025,0.35866207295659025,0.3554090158186476,0.3554090158186476,0.3459358090122262,0.3459358090122262,0.3459358090122262,0.3459358090122262,0.3459358090122262,0.3459358090122262,0.3459358090122262,0.3459358090122262,0.3459358090122262,0.3459358090122262,0.3459358090122262,0.3459358090122262,0.34489999060678744,0.34489999060678744,0.34489999060678744,0.34489999060678744,0.34489999060678744,0.34489999060678744,0.34489999060678744,0.34489999060678744,0.34489999060678744,0.34489999060678744,0.34489999060678744,0.34489999060678744,0.34489999060678744,0.34489999060678744,0.34489999060678744,0.34489999060678744,0.34489999060678744,0.34484965292164477,0.34484965292164477,0.34484965292164477,0.3438304414077854,0.3438304414077854,0.3438304414077854,0.3438304414077854,0.34382077755166346,0.34382077755166346,0.34382077755166346,0.34382077755166346
GWO,ESI,4.990018844604492,[0.31960346 0.1304381  0.62030504],1.6247808743999825,1.1918821254006235,0.35767364113935646,0.35767364113935646,0.35767364113935646,0.35767364113935646,0.35767364113935646,0.3576080455189549,0.3576080455189549,0.3576080455189549,0.34775397904054456,0.34775397904054456,0.34775397904054456,0.34775397904054456,0.34775397904054456,0.34775397904054456,0.34775397904054456,0.34775397904054456,0.34775397904054456,0.34775397904054456,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.34673088885013875,0.3464888556433318,0.3464888556433318,0.3463552960694435,0.3463552960694435,0.3459316691825536,0.3455275099680482,0.3455275099680482,0.34544770990943674,0.34544760912470357,0.3454331035093755
GWO,ESI,4.954097747802734,[0.31539968 0.13427084 0.13295742],1.6818392793347703,1.2016748239596693,0.4080372275961349,0.3838100597853816,0.3838100597853816,0.3760154947283728,0.3760154947283728,0.36827478058170365,0.36827478058170365,0.34543132612719046,0.34543132612719046,0.34543132612719046,0.34543132612719046,0.34543132612719046,0.34543132612719046,0.34543132612719046,0.34543132612719046,0.34543132612719046,0.34543132612719046,0.34543132612719046,0.34543132612719046,0.34543132612719046,0.34543132612719046,0.34543132612719046,0.34426832506287386,0.34426832506287386,0.34426832506287386,0.34426832506287386,0.34426832506287386,0.34426832506287386,0.34426832506287386,0.34409785837741114,0.34409785837741114,0.3440770782701955,0.3440770782701955,0.3440295263895693,0.3440295263895693,0.3440295263895693,0.3440295263895693,0.3440295263895693,0.3440295263895693,0.3440295263895693,0.3440295263895693,0.3440295263895693,0.3440295263895693,0.3440295263895693,0.3440295263895693,0.3440295263895693,0.34389264169299794,0.3437879895667979
GWO,ESI,5.071066617965698,[0.31648335 0.13236115 0.40569273],0.6135361455217037,0.40612264494787803,0.40612264494787803,0.40582146532352037,0.40582146532352037,0.37662377526971336,0.37662377526971336,0.37662377526971336,0.35334895687775586,0.35334895687775586,0.35334895687775586,0.35334895687775586,0.3494447132285941,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34470390478601376,0.34461193435680304,0.34461193435680304,0.34461193435680304,0.34461193435680304,0.34461193435680304,0.3445710431357401,0.34433944853452847,0.34433944853452847,0.34427607464590587,0.34422800266970877
